BookTitle,ISBN,authors,Summary,ISBN13,Rating,RatingCount
the emperor's soul,1616960922,brandon sanderson,"also available in arcanum unbounded: the cosmere collection.a heretic thief is the empire’s only hope in this fascinating tale that inhabits the same world as the popular novel, elantris.shai is a forger, a foreigner who can flawlessly copy and re-create any item by rewriting its history with skillful magic. condemned to death after trying to steal the emperor’s scepter, she is given one opportunity to save herself. though her skill as a forger is considered an abomination by her captors, shai will attempt to create a new soul for the emperor, who is almost dead. probing deeply into his life, she discovers emperor ashravan’s truest nature—and the opportunity to exploit it. her only possible ally is one who is truly loyal to the emperor, but councilor gaotona must overcome his prejudices to understand that shai’s forgery is as much artistry as it is deception. brimming with magic and political intrigue, this deftly woven fantasy delves into the essence of a living spirit.",9781616960930.0,4.217162872154115,571
just after sunset,1416584080,stephen king,"just after sunset—call it dusk; call it twilight; it’s a time when human life takes on an unnatural cast, when nothing is quite as it appears, when the imagination begins to reach for shadows as they dissipate to darkness and living daylight can be scared right out of you. who but stephen king would turn a port-o-san into a slimy birth canal, or a roadside honky-tonk into a place for endless love? a book salesman with a grievance might pick up a mute hitchhiker, not knowing the silent man in the passenger seat listens altogether too well. or an exercise routine on a stationary bicycle, begun to reduce bad cholesterol, might take its rider on a captivating—and then terrifying—journey. set on a remote key in florida, “the gingerbread girl” is a riveting tale featuring a young woman as vulnerable—and resourceful—as audrey hepburn’s character in ""wait until dark."" in “ayana,” a blind girl works a miracle with a kiss and the touch of her hand. for king, the line between the living and the dead is often blurry, and the seams that hold our reality intact might tear apart at any moment. in one of the longer stories here, “n.,” which recently broke new ground when it was adapted as a graphic digital entertainment, a psychiatric patient’s irrational thinking might create an apocalyptic threat in the maine countryside...or keep the world from falling victim to it.",9781416584090.0,3.784073506891271,653
these broken stars,1423171020,"amie kaufman, meagan spooner","luxury spaceliner icarus suddenly plummets from hyperspace into the nearest planet. lilac laroux and tarver merendsen survive – alone. lilac is the daughter of the richest man in the universe. tarver comes from nothing, a cynical war hero. both journey across the eerie deserted terrain for help. everything changes when they uncover the truth. the starbound trilogy: three worlds. three love stories. one enemy.",9781423171030.0,3.8278688524590163,366
the gathering,61797022,kelley armstrong,"born of darkness, the ultimate army has been unleashed. the only hope lies in destroying the source—before all life is extinguished. fate has chosen elseerian for the impossible feat, but as he embarks on the harrowing journey the invasion must be delayed. with time as their only weapon against extinction, the elves issue a desperate call . . . for every race to ally. facing annihilation, many will realize that survival lies in unity, courage sleeps in ordinary citizens, and average people can turn the tide of war.the gathering has begun.",9780061797030.0,3.6826625386996903,1292
jingo,552154164,terry pratchett,"'neighbours... hah. people'd live for ages side by side, nodding at one another amicably on their way to work, and then some trivial thing would happen and someone would be having a garden fork removed from their ear.'throughout history, there's always been a perfectly good reason to start a war. never more so if it is over a 'strategic' piece of old rock in the middle of nowhere. it is after all every citizen's right to bear arms to defend what they consider to be their own. even if it isn't. and in such pressing circumstances, you really shouldn't let small details like the absence of an army or indeed the money to finance one get in the way of a righteous fight with all the attendant benefits of out-and-out nationalism...",9780552154160.0,4.048816568047338,676
crash,312420331,j.g. ballard,"the market rules all, plotting the rise and fall of fortunes without human intervention. mankind, trapped by a rigid hierarchy of wealth, bends to its every whim. to function, the market must expand without end. the earth is finite, and cannot hold it, and so a bold venture to the stars is begun, offering a rare chance at freedom to a select few people. but when the colony fleet is sabotaged, a small group finds itself marooned upon the tidally locked world of nychthemeron, a world where one hemisphere is bathed in perpetual daylight, the other hidden by eternal night. isolated and beset, the stricken colony members must fight for survival on the hostile planet, while secrets about both the nature of their shipwreck and nychthemeron itself threaten to tear their fragile society apart.",9780312420340.0,3.370967741935484,372
count zero,441013678,william gibson,"a corporate mercenary wakes in a reconstructed body, a beautiful woman by his side. then hosaka corporation reactivates him, for a mission more dangerous than the one he’s recovering from: to get a defecting chief of r&d—and the biochip he’s perfected—out intact. but this proves to be of supreme interest to certain other parties—some of whom aren’t remotely human...",9780441013680.0,3.8578313253012047,415
peony in love,140006466X,lisa see,"in seventeenth-century china, three women become emotionally involved with the peony pavilion, a famed opera rumored to cause lovesickness and even death, including peony, the cloistered daughter of a wealthy scholar, who succumbs to its spell only to return after her death as a ""hungry ghost"" to haunt her former fiancé, who has married another.",9781400064660.0,3.4786821705426356,516
the last colony,765316978,john scalzi,"retired from his fighting days, john perry is now village ombudsman for a human colony on distant huckleberry. with his wife, former special forces warrior jane sagan, he farms several acres, adjudicates local disputes, and enjoys watching his adopted daughter grow up.that is, until his and jane's past reaches out to bring them back into the game--as leaders of a new human colony, to be peopled by settlers from all the major human worlds, for a deep political purpose that will put perry and sagan back in the thick of interstellar politics, betrayal, and war.",9780765316970.0,3.9578713968957873,451
"fluke: or, i know why the winged whale sings",006056668X,christopher moore,"just why do humpback whales sing? that's the question that has marine behavioral biologist nate quinn and his crew poking, charting, recording, and photographing very big, wet, gray marine mammals. until the extraordinary day when a whale lifts its tail into the air to display a cryptic message spelled out in foot-high letters: bite me.trouble is, nate's beginning to wonder if he hasn't spent just a little too much time in the sun. 'cause no one else on his team saw a thing -- not his longtime partner, clay demodocus; not their saucy young research assistant; not even the spliff-puffing white-boy rastaman kona (né preston applebaum). but later, when a roll of film returns from the lab missing the crucial tail shot -- and his research facility is trashed -- nate realizes something very fishy indeed is going on.by turns witty, irreverent, fascinating, puzzling, and surprising, fluke is christopher moore at his outrageous best.",9780060566680.0,3.7300380228136882,526
wayward,1477808701,blake crouch,"welcome to wayward pines, population 461. nestled amidst picture-perfect mountains, the idyllic town is a modern-day eden...except for the electrified fence and razor wire, snipers scoping everything 24/7, and the relentless surveillance tracking each word and gesture.none of the residents know how they got here. they are told where to work, how to live, and who to marry. some believe they are dead. others think they’re trapped in an unfathomable experiment. everyone secretly dreams of leaving, but those who dare face a terrifying surprise.ethan burke has seen the world beyond. he’s sheriff, and one of the few who knows the truth—wayward pines isn’t just a town. and what lies on the other side of the fence is a nightmare beyond anyone’s imagining.",9781477808700.0,3.9324324324324325,370
queste,60882077,"angie sage, mark zug","the fourth book in the internationally bestselling septimus heap series by angie sage, featuring the funny and fantastic adventures of a wizard apprentice and his quest to become an extraordinary wizard.new york times bestselling series""breezy charm, gusts of spectacular magyk and a buoyant plot combining drama and comedy in just the right proportions."" --kirkus reviews (starred review)""the septimus heap series remains one of the best outcomes of the young-wizard furor catalyzed by harry potter."" --ala booklistthere's trouble at the castle, and it's all because merrin meredith has returned with darke plans for septimus. more trouble awaits septimus and jenna in the form of tertius fume, the ghost of the very first chief hermetic scribe, who is determined to send septimus on a deadly queste. but septimus and jenna have other plans--they are headed for the mysterious house of foryx, a place where all time meets and the place where they fervently hope they will be able to find nicko and snorri, who were trapped back in time in physik. but how will septimus escape the queste?",9780060882080.0,3.8775,400
the dark is rising,1416949658,susan cooper,"""when the dark comes rising, six shall turn it back, three from the circle, three from the track; wood, bronze, iron; water, fire, stone; five will return, and one go alone.”with these mysterious words, will stanton discovers on his 11th birthday that he is no mere boy. he is the sign-seeker, last of the immortal old ones, destined to battle the powers of evil that trouble the land. his task is monumental: he must find and guard the six great signs of the light, which, when joined, will create a force strong enough to match and perhaps overcome that of the dark. embarking on this endeavor is dangerous as well as deeply rewarding; will must work within a continuum of time and space much broader than he ever imagined.",9781416949660.0,4.00705467372134,567
labyrinth,425213978,kate mosse,"a miles vorkosigan story] twenty-three year old lieutenant miles vorkosigan challenges the criminal underground on the planet jackson's whole to rescue a research scientist. publisher's note: ""labyrinth"" was originally published as a stand-alone novella in the august 1989 issue of analog. it was then included in the novel ""borders of infinity"" (october 1989). for the novel, ms. bujold added a short ""framing story"" that tied the three novellas together by setting up each as a flashback that miles experiences while recovering from bone-replacement surgery. fictionwise is publishing these novellas separately, but we decided to leave in ms. bujold's short framing story for those who may also wish to read the other two novellas (""the mountains of mourning"" and ""the borders of infinity"").] analog reader's choice winner, locus poll award nominee",9780425213970.0,3.349557522123894,452
forward the foundation,553565079,isaac asimov,"librarian's note: alternate cover for this isbn can be found herehere, from a grand master of science fiction, is the long awaited final novel of the greatest series ever told. completed just before his death, forward the foundation is the crowning achievement of a great writer's life, a stirring testament to the creative genius of isaac asimov. as hari seldon struggles to perfect his revolutionary theory of psychohistory and ensure a place for humanity among the stars, the great galactic empire totters on the brink of apocalyptic collapse. caught in the maelstrom are seldon and all he holds dear, pawns in the struggle for dominance. whoever can control seldon will control psychohistory—and with it the future of the galaxy. among those seeking to turn psychohistory into the greatest weapon known to man are a populist political demagogue, the weak-willed emperor cleon i, and a ruthless militaristic general. in his last act of service to humankind, hari seldon must somehow save his life's work from their grasp as he searches for is true heirs—a search the begins with his own granddaughter and the dream of a new foundation.",9780553565070.0,4.056451612903226,496
the rime of the ancient mariner,486223051,"samuel taylor coleridge, gustave doré","the rime of the ancient mariner (originally ""the rime of the ancyent marinere"") is the longest major poem by the english poet samuel taylor coleridge, written in 1797–98 and published in 1798 in the first edition of lyrical ballads. modern editions use a later revised version printed in 1817 and featuring a gloss. along with other poems in lyrical ballads, it was a signal shift to modern poetry and the beginning of british romantic literature.it relates the events experienced by a mariner who has returned from a long sea voyage. the mariner stops a man on his way to a wedding ceremony and begins to narrate a story. the wedding-guest's reaction turns from bemusement to impatience, fear, and fascination as the mariner's story progresses, as can be seen in the language style: for example, the use of narrative techniques such as personification and repetition to create a sense of danger, or the supernatural, or serenity, depending on the mood each different part of the poem.",9780486223060.0,3.813620071684588,558
pandora's star,345461622,peter f. hamilton,"the year is 2380. the intersolar commonwealth, a sphere of stars some four hundred light-years in diameter, contains more than six hundred worlds, interconnected by a web of transport ""tunnels"" known as wormholes. at the farthest edge of the commonwealth, astronomer dudley bose observes the impossible: over one thousand light-years away, a star... vanishes. it does not go supernova. it does not collapse into a black hole. it simply disappears. since the location is too distant to reach by wormhole, a faster-than-light starship, the second chance, is dispatched to learn what has occurred and whether it represents a threat. in command is wilson kime, a five-time rejuvenated ex-nasa pilot whose glory days are centuries behind him.opposed to the mission are the guardians of selfhood, a cult that believes the human race is being manipulated by an alien entity they call the starflyer. bradley johansson, leader of the guardians, warns of sabotage, fearing the starflyer means to use the starship's mission for its own ends.pursued by a commonwealth special agent convinced the guardians are crazy but dangerous, johansson flees. but the danger is not averted. aboard the second chance, kime wonders if his crew has been infiltrated. soon enough, he will have other worries. a thousand light-years away, something truly incredible is waiting: a deadly discovery whose unleashing will threaten to destroy the commonwealth... and humanity itself. could it be that johansson was right?",9780345461630.0,4.118987341772152,395
trigger warning: short fictions and disturbances,62330268,neil gaiman,"multiple award winning, #1 new york times bestselling author neil gaiman returns to dazzle, captivate, haunt, and entertain with this third collection of short fiction following smoke and mirrors and fragile things--which includes a never-before published american gods story, ""black dog,"" written exclusively for this volume.in this new anthology, neil gaiman pierces the veil of reality to reveal the enigmatic, shadowy world that lies beneath. trigger warning includes previously published pieces of short fiction--stories, verse, and a very special doctor who story that was written for the fiftieth anniversary of the beloved series in 2013--as well ""black dog,"" a new tale that revisits the world of american gods, exclusive to this collection.trigger warning explores the masks we all wear and the people we are beneath them to reveal our vulnerabilities and our truest selves. here is a rich cornucopia of horror and ghosts stories, science fiction and fairy tales, fabulism and poetry that explore the realm of experience and emotion. in ""adventure story""--a thematic companion to the ocean at the end of the lane--gaiman ponders death and the way people take their stories with them when they die. his social media experience ""a calendar of tales"" are short takes inspired by replies to fan tweets about the months of the year--stories of pirates and the march winds, an igloo made of books, and a mother's day card that portends disturbances in the universe. gaiman offers his own ingenious spin on sherlock holmes in his award-nominated mystery tale ""the case of death and honey"". and ""click-clack the rattlebag"" explains the creaks and clatter we hear when we're all alone in the darkness.a sophisticated writer whose creative genius is unparalleled, gaiman entrances with his literary alchemy, transporting us deep into the realm of imagination, where the fantastical becomes real and the everyday incandescent. full of wonder and terror, surprises and amusements, trigger warning is a treasury of delights that engage the mind, stir the heart, and shake the soul from one of the most unique and popular literary artists of our day.",9780062330260.0,3.9633507853403143,382
magic burns,441015832,ilona andrews,"down in atlanta, tempers – and temperatures – are about to flare…as a mercenary who cleans up after magic gone wrong, kate daniels has seen her share of occupational hazards. normally, waves of paranormal energy ebb and flow across atlanta like a tide. but once every seven years, a flare comes, a time when magic runs rampant. now kate’s going to have to deal with problems on a much bigger scale: a divine one.when kate sets out to retrieve a set of stolen maps for the pack, atlanta’s paramilitary clan of shapeshifters, she quickly realizes much more at stake. during a flare, gods and goddesses can manifest – and battle for power. the stolen maps are only the opening gambit in an epic tug-of-war between two gods hoping for rebirth. and if kate can’t stop the cataclysmic showdown, the city may not survive…",9780441015830.0,4.210855949895616,479
revelation space,441009425,alastair reynolds,"nine hundred thousand years ago, something annihilated the amarantin civilization just as it was on the verge of discovering space flight. now one scientist, dan sylveste, will stop at nothing to solve the amarantin riddle before ancient history repeats itself. with no other resources at his disposal, sylveste forges a dangerous alliance with the cyborg crew of the starship nostalgia for infinity. but as he closes in on the secret, a killer closes in on him. because the amarantin were destroyed for a reason — and if that reason is uncovered, the universe—and reality itself — could be irrecoverably altered….",9780441009430.0,3.85978835978836,378
die for me,62004018,amy plum,"in the city of lights, two star-crossed lovers battle a fate that is destined to tear them apart again and again for eternity.when kate mercier's parents die in a tragic car accident, she leaves her life--and memories--behind to live with her grandparents in paris. for kate, the only way to survive her pain is escaping into the world of books and parisian art. until she meets vincent.mysterious, charming, and devastatingly handsome, vincent threatens to melt the ice around kate's guarded heart with just his smile. as she begins to fall in love with vincent, kate discovers that he's a revenant--an undead being whose fate forces him to sacrifice himself over and over again to save the lives of others. vincent and those like him are bound in a centuries-old war against a group of evil revenants who exist only to murder and betray. kate soon realizes that if she follows her heart, she may never be safe again.",9780062004020.0,3.937313432835821,335
ficciones,802130305,"jorge luis borges, anthony kerrigan, anthony bonner","the seventeen pieces in ficciones demonstrate the whirlwind of borges's genius and mirror the precision and potency of his intellect and inventiveness, his piercing irony, his skepticism, and his obsession with fantasy. borges sends us on a journey into a compelling, bizarre, and profoundly resonant realm; we enter the fearful sphere of pascal's abyss, the surreal and literal labyrinth of books, and the iconography of eternal return. to enter the worlds in ficciones is to enter the mind of jorge luis borges, wherein lies heaven, hell, and everything else in between. part one: the garden of forking paths prologue tlön, uqbar, orbis tertius (1940) the approach to al-mu'tasim (1936, not included in the 1941 edition) pierre menard, author of the quixote (1939) the circular ruins (1940) the lottery in babylon (1941) an examination of the work of herbert quain (1941) the library of babel (1941) the garden of forking paths (1941) part two: artifices prologue funes the memorious (1942) the form of the sword (1942) theme of the traitor and the hero (1944) death and the compass (1942) the secret miracle (1943) three versions of judas (1944) the end (1953, 2nd edition only) the sect of the phoenix (1952, 2nd edition only) the south (1953, 2nd edition only)",9780802130300.0,4.4188481675392675,382
timequake,99267543,kurt vonnegut jr.,"according to science-fiction writer kilgore trout, a global timequake will occur in new york city on 13th february 2001. it is the moment when the universe suffers a crisis of conscience. should it expand or make a great big bang? it decides to wind the clock back a decade to 1991, making everyone in the world endure ten years of deja-vu and a total loss of free will - not to mention the torture of reliving every nanosecond of one of the tawdiest and most hollow decades. with his trademark wicked wit, vonnegut addresses memory, suicide, the great depression, the loss of american eloquence, and the obsolescent thrill of reading books.",9780099267550.0,3.6610878661087867,478
the talismans of shannara,1857239016,terry brooks,"although some of the goals to keep shannara safe had been met, the work of walker boh, wren, and par was not yet done. for the shadowen still swarmed over the four lands, poisoning all with their dark magic. each shannaran had a special death waiting for him- at the hands of the shadowen-unless par could find a way to free them all with the sword of shannara.",9781857239010.0,3.7706855791962175,423
little brother,765319853,cory doctorow,"marcus aka “w1n5t0n,” is only seventeen years old, but he figures he already knows how the system works–and how to work the system. smart, fast, and wise to the ways of the networked world, he has no trouble outwitting his high school’s intrusive but clumsy surveillance systems.but his whole world changes when he and his friends find themselves caught in the aftermath of a major terrorist attack on san francisco. in the wrong place at the wrong time, marcus and his crew are apprehended by the department of homeland security and whisked away to a secret prison where they’re mercilessly interrogated for days.when the dhs finally releases them, his injured best friend darryl does not come out. the city has become a police state where every citizen is treated like a potential terrorist. he knows that no one will believe his story, which leaves him only one option: ""m1k3y"" will take down the dhs himself.",9780765319850.0,3.8544152744630074,419
memories of ice,765348802,steven erikson,"the ravaged continent of genabackis is a terrifying new empire, the pannion domin, that devours all. an uneasy allliance resists: onearm's army, whiskeyjack's bridgeburners and former enemies - forces of warlord caladan brood, anomander rake and his tiste andii mages, and the rhivi people of the plains. and the crippled god intends revenge.",9780765348810.0,4.295081967213115,427
one second after,765317583,william r. forstchen,"new york times best-selling author william r. forstchen now brings us a story which can be all too terrifyingly real ... a story in which one man struggles to save his family and his small north carolina town after america loses a war, in one second, a war that will send america back to the dark ages ... a war based upon a weapon, an electro magnetic pulse (emp). a weapon that may already be in the hands of our enemies.months before publication, one second after has already been cited on the floor of congress as a book all americans should read, a book already being discussed in the corridors of the pentagon as a truly realistic look at a weapon and its awesome power to destroy the entire united states, literally within one second. it is a weapon that the wall street journal warns could shatter america. in the tradition of on the beach, fail safe, and testament, this book, set in a typical american town, is a dire warning of what might be our future ... and our end.",9780765317580.0,3.715099715099715,351
the darkest kiss,373772327,gena showalter,"danger turns her on. desire turns her dangerous…riley jenson hunts evildoers—and does it with a style all her own. with vamp blood coursing her through her veins, and a werewolf’s uncanny instinct for danger, riley wears snakeskin stilettos and pure, in-your-face attitude when she plunges into her latest case: hunting down a killer whose victims are high-society strumpets—and the rich and powerful men they’ve dated.but for riley, the case takes a chilling turn when a second killer starts trailing mutilated bodies of his own: a crazed young vamp choosing victims from a past marked by tragedy. riley knows she’s got the skill and cunning to catch two serial killers at once…until one of them strikes inside her own tight-knit clan—and a sexy beast of a vampire reenters her life to aid in the hunt. his name is quinn. he’s lived forever, shed blood, and shared pleasure…and he’s the only man over whom riley has absolutely no control…",9780373772320.0,4.191044776119403,335
hammered,345522486,kevin hearne,"once jenny casey was somebody’s daughter. once she was somebody’s enemy. now the former canadian special forces warrior lives on the hellish streets of hartford, connecticut, in the year 2062. racked with pain, hiding from the government she served, running with a crime lord so she can save a life or two, jenny is a month shy of fifty, and her artificially reconstructed body has started to unravel. but she is far from forgotten. a government scientist needs the perfect subject for a high-stakes project and has jenny in his sights. suddenly jenny casey is a pawn in a furious battle, waged in the corridors of the internet, on the streets of battered cities, and in the complex wirings of her half-man-made nervous system. and she needs to gain control of the game before a brave new future spins completely out of control.",9780345522480.0,4.135440180586907,443
extreme measures,1416599398,vince flynn,"being prepared for any scenario is the trademark of any good cia operative, and eve wolfe is one of the best. but when her latest mission literally explodes in her face, she wakes up labeled a traitor and—even more surprising—in the custody of elite aegis security operative and ex-lover zane archer. although she still secretly has feelings for zane, he’s now demanding the one thing that she can’t give him: the truth.when he caught her breaking the rules years ago, zane let eve walk away without an explanation. now someone has not only sabotaged aegis but also turned an american city into a war zone, and all signs point to eve. zane needs answers that can come only from eve’s still-tempting lips, and he finally has the elusive operative right where he wants her—at his mercy.",9781416599400.0,4.164021164021164,378
carpe jugulum,61051586,terry pratchett,"mightily oats has not picked a good time to be priest. he thought he'd come to lancre for a simple ceremony. now he's caught up in a war between vampires and witches.there's young agnes, who is really in two minds about everything. magrat, who is trying to combine witchcraft and nappies, nanny ogg ... and granny weatherwax, who is big trouble.and the vampires are intelligent. they've got style and fancy waistcoats. they're out of the casket and want a bite of the future. mightily oats knows he has a prayer, but he wishes he had an axe.carpe jugulum is terry pratchett's twenty-third discworld novel - but the first to star vampires.",9780061051590.0,4.070769230769231,650
savvy,803733062,ingrid law,"for generations, the beaumont family has harbored a magical secret. they each possess a ""savvy"" -a special supernatural power that strikes when they turn thirteen. grandpa bomba moves mountains, her older brothers create hurricanes and spark electricity . . . and now it's the eve of mibs's big day. as if waiting weren't hard enough, the family gets scary news two days before mibs's birthday: poppa has been in a terrible accident. mibs develops the singular mission to get to the hospital and prove that her new power can save her dad. so she sneaks onto a salesman's bus . . . only to find the bus heading in the opposite direction. suddenly mibs finds herself on an unforgettable odyssey that will force her to make sense of growing up-and of other people, who might also have a few secrets hidden just beneath the skin.",9780803733060.0,3.844380403458213,347
the stars my destination,679767800,"alfred bester, neil gaiman","in this pulse-quickening novel, alfred bester imagines a future in which people ""jaunte"" a thousand miles with a single thought, where the rich barricade themselves in labyrinths and protect themselves with radioactive hit men—and where an inarticulate outcast is the most valuable and dangerous man alive. the stars my destination is a classic of technological prophecy and timeless narrative enchantment by an acknowledged master of science fiction.",9780679767800.0,4.089588377723971,413
cruel beauty,62224735,rosamund hodge,"since birth, nyx has been betrothed to the evil ruler of her kingdom-all because of a foolish bargain struck by her father. and since birth, she has been in training to kill him.with no choice but to fulfill her duty, nyx resents her family for never trying to save her and hates herself for wanting to escape her fate. still, on her seventeenth birthday, nyx abandons everything she's ever known to marry the all-powerful, immortal ignifex. her plan? seduce him, destroy his enchanted castle, and break the nine-hundred-year-old curse he put on her people.but ignifex is not at all what nyx expected. the strangely charming lord beguiles her, and his castle—a shifting maze of magical rooms—enthralls her.as nyx searches for a way to free her homeland by uncovering ignifex's secrets, she finds herself unwillingly drawn to him. even if she could bring herself to love her sworn enemy, how can she refuse her duty to kill him? with time running out, nyx must decide what is more important: the future of her kingdom, or the man she was never supposed to love.",9780062224740.0,3.552910052910053,378
the rise of endymion,553572989,dan simmons,"the time of reckoning has arrived. as a final genocidal crusade threatens to enslave humanity forever, a new messiah has come of age. she is aenea and she has undergone a strange apprenticeship to those known as the others. now her protector, raul endymion, one-time shepherd and convicted murderer, must help her deliver her startling message to her growing army of disciples. but first they must embark on a final spectacular mission to discover the underlying meaning of the universe itself. they have been followed on their journey by the mysterious shrike--monster, angel, killing machine--who is about to reveal the long-held secret of its origin and purpose. and on the planet of hyperion, where the story first began, the final revelation will be delivered--an apocalyptic message that unlocks the secrets of existence and the fate of humankind in the galaxy.",9780553572990.0,3.9976744186046513,430
endymion,553572946,dan simmons,"two hundred and seventy-four years after the fall of the worldweb in fall of hyperion, raul endymion is sent on a quest. retrieving aenea from the sphinx before the church troops reach her is only the beginning. with help from a blue-skinned android named a. bettik, raul and aenea travel the river tethys, pursued by father captain frederico desoya, an influential warrior-priest and his troops. the shrike continues to make enigmatic appearances, and while many questions were raised in hyperion and fall of hyperion, still more are raised here. raul's quest will continue.",9780553572940.0,3.9725400457665905,437
dark prince,843955287,christine feehan,"carpathians are an immortal race of beings with animal instincts. every carpathian male is drawn to his life mate: a carpathian or human female able to provide the light to his darkness. without her, the beast within slowly consumes the man until turning vampire is the only option. raven whitney is a psychic who has used her gift to help the police track down a serial killer. now she is determined to escape the glare of recent publicity for the peace and quiet of the carpathian mountains. prince mikhail dubrinsky is the leader of his people but, as his ancient carpathian race grows ever closer to extinction, he is close to giving in to the heavy weight of loneliness and despair. from the moment their minds touch, raven and mikhail form a connection. but there are those who incorrectly view all carpathians as vampires, and are determined to give their extinction a helping hand.there is an extended edition with an additional 100 pages: dark prince: author's cut special edition.",9780843955290.0,3.856687898089172,314
the mad ship,6498868,robin hobb,"the farseer trilogy continues the dramatic tale of piracy, serpents, love and magic. the vestrit family's liveship, vivacia, has been taken by the pirate king, kennit. held captive on board, wintrow vestrit finds himself competing with kennit for vivacia's love as the ship slowly acquires her own bloodlust. leagues away, althea vestrit has found a new home aboard the liveship ophelia, but she lives only to reclaim the vivacia and with her friend, brashen, she plans a dangerous rescue. meanwhile in bingtown, the fading fortunes of the vestrit family lead malta deeper into the magical secrets of the rain wild traders. and just outside bingtown, amber dreams of relaunching paragon, the mad liveship ...",9780006498860.0,4.120901639344262,488
stone of farewell,756402972,tad williams,"the second book in the trilogy that launched one of the most important fantasy writers of our time.it is a time of darkness, dread, and ultimate testing for the realm of osten ard, for the wild magic and terrifying minions of the undead sithi ruler, ineluki the storm king, are spreading their seemingly undefeatable evil across the kingdom.with the very land blighted by the power of ineluki’s wrath, the tattered remnants of a once-proud human army flee in search of a last sanctuary and rallying point—the stone of farewell, a place shrouded in mystery and ancient sorrow.and even as prince josua seeks to rally his scattered forces, simon and the surviving members of the league of the scroll are desperately struggling to discover the truth behind an almost-forgotten legend, which will take them from the fallen citadels of humans to the secret heartland of the sithi—where near-immortals must at last decide whether to ally with the race of men in a final war against those of their own blood.",9780756402980.0,3.9373493975903613,415
the novice,1841493147,trudi canavan,"""even if a magician's powers surface of their own accord, he will soon be dead if he does not gain the knowledge of how to control them."" alone among all the novices in the magicians' guild, only sonea comes from lowly beginnings. yet she has won powerful allies—including lord dannyl, newly promoted to guild ambassador. but dannyl must now depart for the elyne court, leaving sonea at the mercy of the lies and malicious rumors her enemies are busy spreading ... until the high lord akkarin steps in. the price of akkarin's support is dear, however, because sonea, in turn, must protect his mysteries and a secret that could lead a young novice mage deep into the darkness. meanwhile, dannyl's first order to resume high lord akkarin's long abandoned research into ancient magical knowledge is setting him on an extraordinary journey fraught with unanticipated peril as he moves ever-closer to a future both wondrous ... and terrible.",9781841493140.0,3.8658227848101268,395
ship of destiny,553575651,robin hobb,"as bingtown slides toward disaster, clan matriarch ronica vestrit, branded a traitor, searches for a way to bring the city's inhabitants together against a momentous threat. meanwhile, althea vestrit, unaware of what has befallen bingtown and her family, continues her perilous quest to track down and recover her liveship, the ""vivacia, ""from the ruthless pirate kennit.  bold though it is, althea's scheme may be in vain. for her beloved ""vivacia ""will face the most terrible confrontation of all as the secret of the liveships is revealed. it is a truth so shattering, it may destroy the ""vivacia ""and all who love her, including althea's nephew, whose life already hangs in the balance.",9780553575650.0,4.2004089979550105,489
daughter of the forest,765343436,juliet marillier,"lovely sorcha is the seventh child and only daughter of lord colum of sevenwaters. bereft of a mother, she is comforted by her six brothers who love and protect her. sorcha is the light in their lives, they are determined that she know only contentment.but sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only sorcha can lift-by staying silent. if she speaks before she completes the quest set to her by the fair folk and their queen, the lady of the forest, she will lose her brothers forever. when sorcha is kidnapped by the enemies of sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. sorcha despairs at ever being able to complete her task, but the magic of the fair folk knows no boundaries, and love is the strongest magic of them all...",9780765343440.0,4.208226221079691,389
the hundred secret senses,080411109X,amy tan,"the hundred secret senses is an exultant novel about china and america, love and loyalty, the identities we invent and the true selves we discover along the way. olivia laguni is half-chinese, but typically american in her uneasiness with her patchwork family. and no one in olivia's family is more embarrassing to her than her half-sister, kwan li. for kwan speaks mangled english, is cheerfully deaf to olivia's sarcasm, and sees the dead with her ""yin eyes.""even as olivia details the particulars of her decades-long grudge against her sister (who, among other things, is a source of infuriatingly good advice), kwan li is telling her own story, one that sweeps us into the splendor, squalor, and violence of manchu china. and out of the friction between her narrators, amy tan creates a work that illuminates both the present and the past sweetly, sadly, hilariously, with searing and vivid prose.",9780804111100.0,3.864244741873805,523
